"","subjectkey","sum_freq_all_No_lottery"
"1","1",-0.786386162538899
"2","3",-0.716896810313819
"3","5",1.21394013636555
"4","6",-0.865530308233027
"5","7",-0.865530308233027
"6","8",-0.413798282402826
"7","9",-0.0117410386032873
"8","10",-0.716896810313819
"9","11",-0.321176081843182
"10","12",-0.637752664619691
"11","14",-0.145470709133116
"12","15",-0.865530308233027
"13","19",-0.865530308233027
"14","20",0.320887081941347
"15","21",-0.865530308233027
"16","22",-0.536785678055039
"17","23",-0.865530308233027
"18","24",-0.865530308233027
"19","25",-0.865530308233027
"20","26",0.772544905790046
"21","27",-0.865530308233027
"22","28",-0.659409965452118
"23","29",-0.786386162538899
"24","30",-0.716896810313819
"25","31",-0.865530308233027
"26","32",-0.865530308233027
"27","33",-0.865530308233027
"28","34",-0.291318456834529
"29","35",3.30745625071186
"30","36",2.04945189855532
"31","37",-0.130009341429927
"32","38",0.0112912281730967
"33","39",-0.489119166700483
"34","40",-0.716896810313819
"35","41",-0.44030292546656
"36","42",-0.865530308233027
"37","43",-0.148116464697727
"38","44",-0.595945461290204
"39","45",-0.865530308233027
"40","46",-0.865530308233027
"41","47",-0.437657169901949
"42","48",-0.865530308233027
"43","49",-0.865530308233027
"44","50",-0.675089606984331
"45","51",-0.137604423845737
"46","52",-0.121611821633994
"47","53",-0.716896810313819
"48","54",14.406671955355
"49","55",-0.865530308233027
"50","56",-0.865530308233027
"51","57",-0.716896810313819
"52","58",0.107285223461911
"53","59",-0.177699283111258
"54","60",19.761010939772
"55","61",-0.865530308233027
"56","62",-0.865530308233027
"57","63",-0.865530308233027
"58","64",0.429509573035128
"59","65",-0.865530308233027
"60","66",-0.865530308233027
"61","68",-0.637752664619691
"62","69",-0.865530308233027
"63","70",-0.865530308233027
"64","71",0.783338056488338
"65","72",0.0270216762852143
"66","73",-0.637752664619691
"67","74",-0.865530308233027
"68","75",-0.865530308233027
"69","76",0.0910646037186358
"70","77",-0.865530308233027
"71","78",-0.44030292546656
"72","79",-0.0855490847664433
"73","80",-0.865530308233027
"74","81",-0.865530308233027
"75","82",-0.865530308233027
"76","83",-0.568263312394611
"77","84",-0.865530308233027
"78","85",0.527707633573033
"79","86",0.997973162563183
"80","87",-0.424710349544986
"81","88",-0.865530308233027
"82","89",0.612646344802569
"83","90",-0.786386162538899
"84","91",-0.865530308233027
"85","92",0.357505093455163
"86","93",-0.865530308233027
"87","95",-0.637752664619691
"88","96",-0.865530308233027
"89","97",-0.637752664619691
"90","98",-0.568263312394611
"91","99",-0.568263312394611
"92","101",0.0998110814126689
"93","102",-0.865530308233027
"94","103",-0.865530308233027
"95","104",-0.865530308233027
"96","105",-0.716896810313819
"97","106",-0.716896810313819
"98","107",-0.865530308233027
"99","108",-0.865530308233027
"100","109",-0.865530308233027
"101","111",2.11919881419594
"102","112",-0.434871419684153
"103","113",-0.17678280343459
